"","Feature","Gain","Cover","Frequency","description","Importance"
"19","FCGR2B",0.00884418173420298,0.00820260131775541,0.00790513833992095,"Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]",0.00884418173420298
"20","VIPR1",0.00845403093988035,0.0140736192126734,0.0118577075098814,"vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]",0.00845403093988035
"21","VNN2",0.00842564167129582,0.00964385770071824,0.0118577075098814,"vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]",0.00842564167129582
"22","NEK2",0.00837600422554903,0.0143266910428263,0.0138339920948617,"NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]",0.00837600422554903
"23","CD96",0.00769452744272526,0.0113602562504841,0.0138339920948617,"CD96 molecule [Source:HGNC Symbol;Acc:HGNC:16892]",0.00769452744272526
"24","CELSR2",0.00764121582822676,0.00517429595732031,0.00790513833992095,"cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]",0.00764121582822676
"25","RNASE3",0.00713214022865529,0.00460236054322769,0.00592885375494071,"ribonuclease A family member 3 [Source:HGNC Symbol;Acc:HGNC:10046]",0.00713214022865529
"26","AHRR",0.00693679213928193,0.0167153987078835,0.0276679841897233,"aryl hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]",0.00693679213928193
"27","KIF26B",0.00638784664195456,0.00627537001305957,0.0118577075098814,"kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]",0.00638784664195456
"28","BMPR1A",0.00606901892625797,0.00929498072433359,0.0158102766798419,"bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]",0.00606901892625797
"29","RPL23AP53",0.00574684714290846,0.00465293203972561,0.00790513833992095,"ribosomal protein L23a pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:35921]",0.00574684714290846
"30","DDR2",0.0055659798711278,0.0120909261383685,0.0158102766798419,"discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]",0.0055659798711278
"31","ARHGAP15",0.00489717897049744,0.0135944998764801,0.0197628458498024,"Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]",0.00489717897049744
"32","NCF1",0.00465450557829097,0.0114122896373756,0.0177865612648221,"neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]",0.00465450557829097
"33","FCGR2C",0.00465314699698614,0.00457590296220289,0.00790513833992095,"Fc gamma receptor IIc (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15626]",0.00465314699698614
"34","FCGR3A",0.00444121003569879,0.0118745348962356,0.0177865612648221,"Fc gamma receptor IIIa [Source:HGNC Symbol;Acc:HGNC:3619]",0.00444121003569879
"35","KIF18A",0.00421819832606936,0.00943393700492808,0.00395256916996047,"kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]",0.00421819832606936
"36","OBSCN",0.00412307180073202,0.00784889384962623,0.0158102766798419,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",0.00412307180073202
"37","FMNL1",0.00411932156520537,0.00443716732204715,0.00790513833992095,"formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]",0.00411932156520537
"38","GKAP1",0.00405107101019794,0.00971104566405502,0.0118577075098814,"G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:17496]",0.00405107101019794
"39","PRKCB",0.00395979432480575,0.0177801221530147,0.0158102766798419,"protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]",0.00395979432480575
"40","ASPM",0.00387137832424009,0.00877379025136187,0.00988142292490119,"assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]",0.00387137832424009
"41","FXYD2",0.00378734405695528,0.0128877157909593,0.00988142292490119,"FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]",0.00378734405695528
"42","FCGR3B",0.00366651327666649,0.00310454194155128,0.00592885375494071,"Fc gamma receptor IIIb [Source:HGNC Symbol;Acc:HGNC:3620]",0.00366651327666649
"43","GALNT10",0.00365835518681552,0.00423744446215049,0.00395256916996047,"polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]",0.00365835518681552
"44","ZNF492",0.00365684475900525,0.010789375662874,0.0217391304347826,"zinc finger protein 492 [Source:HGNC Symbol;Acc:HGNC:23707]",0.00365684475900525
"45","LILRB3",0.00361116163737749,0.0101220826762026,0.00988142292490119,"leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]",0.00361116163737749
"46","ALOX5",0.00326838436935284,0.00230989989522744,0.00197628458498024,"arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]",0.00326838436935284
"47","JAM3",0.00321969445728178,0.00233638205740629,0.00395256916996047,"junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]",0.00321969445728178
"48","MYO7B",0.00321363236588589,0.0101179774268271,0.0118577075098814,"myosin VIIB [Source:HGNC Symbol;Acc:HGNC:7607]",0.00321363236588589
"49","LCT",0.00296692772165215,0.0117548006848092,0.0177865612648221,"lactase [Source:HGNC Symbol;Acc:HGNC:6530]",0.00296692772165215
"50","GYPA",0.00276737041270261,0.00952406528111905,0.0118577075098814,"glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4702]",0.00276737041270261
"51","TIGIT",0.00251216695687506,0.00346888538006374,0.00592885375494071,"T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]",0.00251216695687506
"52","APOE",0.00249783396716574,0.00684450238899364,0.0118577075098814,"apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]",0.00249783396716574
"53","GTF2H2C",0.00243257699855766,0.00591288490979323,0.00592885375494071,"GTF2H2 family member C [Source:HGNC Symbol;Acc:HGNC:31394]",0.00243257699855766
"54","CD33",0.00213571062191892,0.00611792123194919,0.00988142292490119,"CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]",0.00213571062191892
"55","GRAPL",0.00205174811574255,0.00607698043495854,0.0118577075098814,"GRB2 related adaptor protein like [Source:HGNC Symbol;Acc:HGNC:37240]",0.00205174811574255
"56","HIC2",0.00201238700424542,0.00585137578298953,0.00790513833992095,"HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]",0.00201238700424542
"57","HCP5",0.00199060836896964,0.0074506366777935,0.0118577075098814,"HLA complex P5 [Source:HGNC Symbol;Acc:HGNC:21659]",0.00199060836896964
"58","ICAM1",0.00168983962325438,0.00202743628085317,0.00395256916996047,"intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]",0.00168983962325438
"59","SLC4A1",0.00113415891533402,0.00529907972773614,0.00988142292490119,"solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]",0.00113415891533402
"60","LEPR",0.0010846428893827,0.003756791655243,0.00592885375494071,"leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]",0.0010846428893827
"61","HAR1A",0.00103840275803129,0.00721108959524773,0.00988142292490119,"highly accelerated region 1A [Source:HGNC Symbol;Acc:HGNC:33117]",0.00103840275803129
"62","DIXDC1",0.000791270704635732,0.00215814627253643,0.00395256916996047,"DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]",0.000791270704635732
"63","SCML4",0.000711417024244842,0.00579840005297636,0.0118577075098814,"Scm polycomb group protein like 4 [Source:HGNC Symbol;Acc:HGNC:21397]",0.000711417024244842
"64","RIBC2",0.000709387404815062,0.00566951221308046,0.00988142292490119,"RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]",0.000709387404815062
"65","ZNF850",0.000674673040372232,0.00351137341321486,0.00790513833992095,"zinc finger protein 850 [Source:HGNC Symbol;Acc:HGNC:27994]",0.000674673040372232
"66","ARHGEF5",0.000643551108778612,0.0056286453562012,0.0118577075098814,"Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209]",0.000643551108778612
"67","AGAP1",0.000605480907861072,0.00490226006179221,0.00988142292490119,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]",0.000605480907861072
"68","MICA",0.000562839919022515,0.00321770177584027,0.00592885375494071,"MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]",0.000562839919022515
"69","SNORA12",0.000360064447284792,0.000836205041485772,0.00197628458498024,"small nucleolar RNA, H/ACA box 12 [Source:HGNC Symbol;Acc:HGNC:32600]",0.000360064447284792
"70","NLGN4X",0.000328253501408563,0.00316117869032394,0.00592885375494071,"neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287]",0.000328253501408563
"71","GZMA",0.00031657047003086,0.00392440208878813,0.00790513833992095,"granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]",0.00031657047003086
"72","AREG",0.000310302280731549,0.00249011377472596,0.00395256916996047,"amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]",0.000310302280731549
"73","MSI2",0.000304537208563454,0.000903447280010691,0.00197628458498024,"musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]",0.000304537208563454
"74","ZNF85",0.000175043032578667,0.00126488011323449,0.00197628458498024,"zinc finger protein 85 [Source:HGNC Symbol;Acc:HGNC:13160]",0.000175043032578667
"75","PCDHB13",0.000118057931058981,0.00192757445760637,0.00197628458498024,"protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]",0.000118057931058981
"76","FCGR1A",0.000109194151437826,0.00101291305846916,0.00197628458498024,"Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613]",0.000109194151437826
"77","NCF1B",9.57388359651794e-05,0.00174198871102654,0.00395256916996047,"neutrophil cytosolic factor 1B pseudogene [Source:HGNC Symbol;Acc:HGNC:32522]",9.57388359651794e-05
"78","GRAP",9.37284126319051e-05,0.00176667231932591,0.00395256916996047,"GRB2 related adaptor protein [Source:HGNC Symbol;Acc:HGNC:4562]",9.37284126319051e-05
"79","STAG3",8.27297220946239e-05,0.00100021030465342,0.00197628458498024,"STAG3 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11356]",8.27297220946239e-05
"80","CORO1A",7.72238869307395e-05,0.000961321345753577,0.00197628458498024,"coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]",7.72238869307395e-05
"81","PRAME",5.81633292187532e-05,0.00086162401958968,0.00197628458498024,"PRAME nuclear receptor transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:9336]",5.81633292187532e-05
