"","importance","Ens_id","description","Category"
"ENSG00000150337",0.00188394173640275,"FCGR1A","Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613]","Small"
"ENSG00000105383",0.00185313208894755,"CD33","CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]","Small"
"ENSG00000169635",0.00185082047245588,"HIC2","HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]","Small"
"ENSG00000188610",0.00183056072834557,"FAM72B","family with sequence similarity 72 member B [Source:HGNC Symbol;Acc:HGNC:24805]","Small"
"ENSG00000204520",0.00175781773357318,"MICA","MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]","Small"
"ENSG00000170180",0.00172425605131079,"GYPA","glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4702]","Small"
"ENSG00000076382",0.0017093855035791,"SPAG5","sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]","Small"
"ENSG00000181847",0.00165424958336032,"TIGIT","T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]","Small"
"ENSG00000184922",0.00150243741832563,"FMNL1","formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]","Small"
"ENSG00000165178",0.00149573068097787,"NCF1C","neutrophil cytosolic factor 1C pseudogene [Source:HGNC Symbol;Acc:HGNC:32523]","Small"
"ENSG00000115850",0.00143622576010357,"LCT","lactase [Source:HGNC Symbol;Acc:HGNC:6530]","Small"
"ENSG00000154358",0.00137596304805814,"OBSCN","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]","Small"
"ENSG00000164821",0.00133665707763066,"DEFA4","defensin alpha 4 [Source:HGNC Symbol;Acc:HGNC:2763]","Small"
"ENSG00000198826",0.00127678605033335,"ARHGAP11A","Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]","Small"
"ENSG00000223508",0.00118302768429857,"RPL23AP53","ribosomal protein L23a pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:35921]","Small"
"ENSG00000074047",0.00115264145409566,"GLI2","GLI family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4318]","Small"
"ENSG00000121621",0.00113358853329259,"KIF18A","kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]","Small"
"ENSG00000130203",0.00111442109014927,"APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","Small"
"ENSG00000165113",0.00103206221370265,"GKAP1","G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:17496]","Small"
"ENSG00000173546",0.000904733554861309,"CSPG4","chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]","Small"
"ENSG00000166501",0.000841120613778198,"PRKCB","protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]","Small"
"ENSG00000112303",0.000832342665519302,"VNN2","vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]","Small"
"ENSG00000146285",0.000793600383204619,"SCML4","Scm polycomb group protein like 4 [Source:HGNC Symbol;Acc:HGNC:21397]","Small"
"ENSG00000203747",0.00078270647665038,"FCGR3A","Fc gamma receptor IIIa [Source:HGNC Symbol;Acc:HGNC:3619]","Small"
"ENSG00000225978",0.000780201945572715,"HAR1A","highly accelerated region 1A [Source:HGNC Symbol;Acc:HGNC:33117]","Small"
"ENSG00000204577",0.000730547571724956,"LILRB3","leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]","Small"
"ENSG00000128408",0.000719972948422776,"RIBC2","RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]","Small"
"ENSG00000090339",0.000692636285574752,"ICAM1","intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]","Small"
"ENSG00000116678",0.000673365548790333,"LEPR","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]","Small"
"ENSG00000169397",0.000634752035677568,"RNASE3","ribonuclease A family member 3 [Source:HGNC Symbol;Acc:HGNC:10046]","Small"
"ENSG00000021645",0.000631874846199262,"NRXN3","neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]","Small"
"ENSG00000164574",0.000567376903604415,"GALNT10","polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]","Small"
"ENSG00000189152",0.000530852993850921,"GRAPL","GRB2 related adaptor protein like [Source:HGNC Symbol;Acc:HGNC:37240]","Small"
"ENSG00000172116",0.000439364625304256,"CD8B","CD8 subunit beta [Source:HGNC Symbol;Acc:HGNC:1707]","Small"
"ENSG00000063438",0.000433286111070304,"AHRR","aryl hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]","Small"
"ENSG00000267041",0.000404900977524236,"ZNF850","zinc finger protein 850 [Source:HGNC Symbol;Acc:HGNC:27994]","Small"
"ENSG00000100342",0.000387945880502488,"APOL1","apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]","Small"
"ENSG00000072694",0.000381429545930175,"FCGR2B","Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]","Small"
"ENSG00000187372",0.000364594035274372,"PCDHB13","protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]","Small"
"ENSG00000244682",0.000279521582829812,"FCGR2C","Fc gamma receptor IIc (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15626]","Small"
"ENSG00000145649",0.000242025086696572,"GZMA","granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]","Small"
"ENSG00000117650",0.000168234246818154,"NEK2","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]","Small"
