"","importance","Ens_id","description","Category"
"ENSG00000183378",5.39172796973696,"OVCH2","ovochymase 2 [Source:HGNC Symbol;Acc:HGNC:29970]","Small"
"ENSG00000144810",4.70932399366745,"COL8A1","collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]","Small"
"ENSG00000155269",3.9675840493834,"GPR78","G protein-coupled receptor 78 [Source:HGNC Symbol;Acc:HGNC:4528]","Small"
"ENSG00000207405",3.8712241091471,"SNORA64","small nucleolar RNA, H/ACA box 64 [Source:HGNC Symbol;Acc:HGNC:10221]","Small"
"ENSG00000238917",3.00107822227062,"SNORD10","small nucleolar RNA, C/D box 10 [Source:HGNC Symbol;Acc:HGNC:32706]","Small"
"ENSG00000138675",2.39162689012833,"FGF5","fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]","Small"
"ENSG00000166173",2.03688260431426,"LARP6","La ribonucleoprotein 6, translational regulator [Source:HGNC Symbol;Acc:HGNC:24012]","Small"
"ENSG00000213420",1.65955141404755,"GPC2","glypican 2 [Source:HGNC Symbol;Acc:HGNC:4450]","Small"
"ENSG00000205307",1.32595522030508,"SAP25","Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908]","Small"
"ENSG00000174428",1.31478516502839,"GTF2IRD2B","GTF2I repeat domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33125]","Small"
"ENSG00000102466",1.28925046278502,"FGF14","fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671]","Small"
"ENSG00000115963",1.16807336328839,"RND3","Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]","Small"
"ENSG00000165633",1.12026091110267,"VSTM4","V-set and transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26470]","Small"
"ENSG00000262664",0.985775810957329,"OVCA2","OVCA2 serine hydrolase domain containing [Source:HGNC Symbol;Acc:HGNC:24203]","Small"
"ENSG00000253797",0.979539168762243,"UTP14C","UTP14C small subunit processome component [Source:HGNC Symbol;Acc:HGNC:20321]","Small"
"ENSG00000268500",0.958638382880286,"SIGLEC5","sialic acid binding Ig like lectin 5 [Source:HGNC Symbol;Acc:HGNC:10874]","Small"
"ENSG00000132481",0.878923033426523,"TRIM47","tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]","Small"
"ENSG00000212283",0.860872337747906,"SNORD89","small nucleolar RNA, C/D box 89 [Source:HGNC Symbol;Acc:HGNC:32750]","Small"
"ENSG00000095637",0.849874224053464,"SORBS1","sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]","Small"
"ENSG00000104369",0.771895724449801,"JPH1","junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]","Small"
"ENSG00000154655",0.724994781884062,"L3MBTL4","L3MBTL histone methyl-lysine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:26677]","Small"
"ENSG00000145506",0.721548759505153,"NKD2","NKD inhibitor of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:17046]","Small"
"ENSG00000207145",0.720173566137001,"SNORA18","small nucleolar RNA, H/ACA box 18 [Source:HGNC Symbol;Acc:HGNC:32608]","Small"
"ENSG00000055163",0.659033195053435,"CYFIP2","cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]","Small"
"ENSG00000199293",0.551125920403066,"SNORA21","small nucleolar RNA, H/ACA box 21 [Source:HGNC Symbol;Acc:HGNC:32611]","Small"
"ENSG00000145990",0.549386233020772,"GFOD1","Gfo/Idh/MocA-like oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096]","Small"
"ENSG00000254772",0.538433503250493,"EEF1G","eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]","Small"
"ENSG00000238961",0.535236376364447,"SNORA47","small nucleolar RNA, H/ACA box 47 [Source:HGNC Symbol;Acc:HGNC:32640]","Small"
"ENSG00000122585",0.533111923774447,"NPY","neuropeptide Y [Source:HGNC Symbol;Acc:HGNC:7955]","Small"
"ENSG00000137070",0.513159801974797,"IL11RA","interleukin 11 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5967]","Small"
"ENSG00000254995",0.506438033232016,"STX16-NPEPL1","STX16-NPEPL1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41993]","Small"
"ENSG00000174600",0.469624108421164,"CMKLR1","chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]","Small"
"ENSG00000078399",0.459210157893363,"HOXA9","homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109]","Small"
"ENSG00000100097",0.455194628619084,"LGALS1","galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]","Small"
"ENSG00000179796",0.441905041202075,"LRRC3B","leucine rich repeat containing 3B [Source:HGNC Symbol;Acc:HGNC:28105]","Small"
"ENSG00000203668",0.4301806754084,"CHML","CHM like Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1941]","Small"
"ENSG00000121742",0.407111407453406,"GJB6","gap junction protein beta 6 [Source:HGNC Symbol;Acc:HGNC:4288]","Small"
"ENSG00000170017",0.401161528388207,"ALCAM","activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]","Small"
"ENSG00000240498",0.39844600406035,"CDKN2B-AS1","CDKN2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:34341]","Small"
"ENSG00000186193",0.386855764689606,"SAPCD2","suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]","Small"
"ENSG00000105642",0.374000743433978,"KCNN1","potassium calcium-activated channel subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:6290]","Small"
"ENSG00000256574",0.371986238132967,"OR13A1","olfactory receptor family 13 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:14772]","Small"
"ENSG00000134762",0.356351112408861,"DSC3","desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]","Small"
"ENSG00000008083",0.348231209570118,"JARID2","jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]","Small"
"ENSG00000198876",0.348042662877492,"DCAF12","DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911]","Small"
"ENSG00000161860",0.345911893544825,"SYCE2","synaptonemal complex central element protein 2 [Source:HGNC Symbol;Acc:HGNC:27411]","Small"
"ENSG00000131730",0.328651712149253,"CKMT2","creatine kinase, mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:1996]","Small"
"ENSG00000134352",0.328505289725684,"IL6ST","interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]","Small"
"ENSG00000109670",0.322046002203506,"FBXW7","F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]","Small"
"ENSG00000162458",0.318057660279446,"FBLIM1","filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]","Small"
"ENSG00000131409",0.315312623305903,"LRRC4B","leucine rich repeat containing 4B [Source:HGNC Symbol;Acc:HGNC:25042]","Small"
"ENSG00000104970",0.314174750890581,"KIR3DX1","killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:25043]","Small"
"ENSG00000138650",0.31051631857897,"PCDH10","protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]","Small"
"ENSG00000153814",0.308728486691559,"JAZF1","JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]","Small"
"ENSG00000064886",0.306918455604473,"CHI3L2","chitinase 3 like 2 [Source:HGNC Symbol;Acc:HGNC:1933]","Small"
"ENSG00000161405",0.305756898815992,"IKZF3","IKAROS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13178]","Small"
"ENSG00000153563",0.303200777163057,"CD8A","CD8 subunit alpha [Source:HGNC Symbol;Acc:HGNC:1706]","Small"
"ENSG00000116005",0.303018325029037,"PCYOX1","prenylcysteine oxidase 1 [Source:HGNC Symbol;Acc:HGNC:20588]","Small"
"ENSG00000185989",0.302148988681278,"RASA3","RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]","Small"
"ENSG00000135424",0.299238926237093,"ITGA7","integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]","Small"
"ENSG00000141040",0.289610965971169,"ZNF287","zinc finger protein 287 [Source:HGNC Symbol;Acc:HGNC:13502]","Small"
"ENSG00000128815",0.289462213194088,"WDFY4","WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]","Small"
"ENSG00000207008",0.289256085072476,"SNORA54","small nucleolar RNA, H/ACA box 54 [Source:HGNC Symbol;Acc:HGNC:32647]","Small"
"ENSG00000184916",0.284799230846926,"JAG2","jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]","Small"
"ENSG00000213853",0.283884252420124,"EMP2","epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]","Small"
"ENSG00000074527",0.272366682279538,"NTN4","netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]","Small"
"ENSG00000163618",0.270625074876139,"CADPS","calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]","Small"
"ENSG00000170801",0.26691144771646,"HTRA3","HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]","Small"
"ENSG00000151229",0.264394301290123,"SLC2A13","solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956]","Small"
"ENSG00000121691",0.263143932443077,"CAT","catalase [Source:HGNC Symbol;Acc:HGNC:1516]","Small"
"ENSG00000172795",0.260853879597729,"DCP2","decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]","Small"
"ENSG00000111816",0.256722944363119,"FRK","fyn related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955]","Small"
"ENSG00000145911",0.256479025920207,"N4BP3","NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]","Small"
"ENSG00000131080",0.255738120569007,"EDA2R","ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]","Small"
"ENSG00000118513",0.25086923185386,"MYB","MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]","Small"
"ENSG00000160219",0.249906198112503,"GAB3","GRB2 associated binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17515]","Small"
"ENSG00000012048",0.248293616916744,"BRCA1","BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]","Small"
"ENSG00000115641",0.24801544116632,"FHL2","four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]","Small"
"ENSG00000221420",0.247775307521373,"SNORA81","small nucleolar RNA, H/ACA box 81 [Source:HGNC Symbol;Acc:HGNC:32667]","Small"
"ENSG00000130037",0.247340320658487,"KCNA5","potassium voltage-gated channel subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:6224]","Small"
"ENSG00000124602",0.242508116108244,"UNC5CL","unc-5 family C-terminal like [Source:HGNC Symbol;Acc:HGNC:21203]","Small"
"ENSG00000103485",0.241553355295576,"QPRT","quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]","Small"
"ENSG00000139211",0.2396654136096,"AMIGO2","adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]","Small"
"ENSG00000147905",0.237194942792279,"ZCCHC7","zinc finger CCHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]","Small"
"ENSG00000171067",0.234532012942697,"C11orf24","chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]","Small"
"ENSG00000156804",0.232980486200384,"FBXO32","F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]","Small"
"ENSG00000170745",0.231606538859683,"KCNS3","potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]","Small"
"ENSG00000198732",0.229892663708482,"SMOC1","SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]","Small"
"ENSG00000135333",0.228721568047158,"EPHA7","EPH receptor A7 [Source:HGNC Symbol;Acc:HGNC:3390]","Small"
"ENSG00000199631",0.223965108273793,"SNORD33","small nucleolar RNA, C/D box 33 [Source:HGNC Symbol;Acc:HGNC:10160]","Small"
"ENSG00000134278",0.220273373771404,"SPIRE1","spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]","Small"
"ENSG00000166405",0.218184152924654,"RIC3","RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]","Small"
"ENSG00000255833",0.217452271319504,"TIFAB","TIFA inhibitor [Source:HGNC Symbol;Acc:HGNC:34024]","Small"
"ENSG00000007237",0.2154761760757,"GAS7","growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]","Small"
"ENSG00000171724",0.215147640676367,"VAT1L","vesicle amine transport 1 like [Source:HGNC Symbol;Acc:HGNC:29315]","Small"
"ENSG00000164929",0.210693775534298,"BAALC","BAALC binder of MAP3K1 and KLF4 [Source:HGNC Symbol;Acc:HGNC:14333]","Small"
"ENSG00000120217",0.208563413730843,"CD274","CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]","Small"
"ENSG00000206579",0.205703954436084,"XKR4","XK related 4 [Source:HGNC Symbol;Acc:HGNC:29394]","Small"
"ENSG00000258186",0.204457035756809,"SLC7A5P2","solute carrier family 7 member 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:24951]","Small"
"ENSG00000169439",0.204349234248965,"SDC2","syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]","Small"
"ENSG00000070669",0.203662953234499,"ASNS","asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]","Small"
"ENSG00000175175",0.203407058258819,"PPM1E","protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:HGNC Symbol;Acc:HGNC:19322]","Small"
"ENSG00000159200",0.202980999979711,"RCAN1","regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]","Small"
"ENSG00000012124",0.200616319489338,"CD22","CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]","Small"
"ENSG00000186314",0.199165901763251,"PRELID2","PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]","Small"
"ENSG00000165959",0.198887064783555,"CLMN","calmin [Source:HGNC Symbol;Acc:HGNC:19972]","Small"
"ENSG00000090776",0.198601380677099,"EFNB1","ephrin B1 [Source:HGNC Symbol;Acc:HGNC:3226]","Small"
"ENSG00000145284",0.197165476575776,"SCD5","stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088]","Small"
"ENSG00000206634",0.196731541661905,"SNORA22","small nucleolar RNA, H/ACA box 22 [Source:HGNC Symbol;Acc:HGNC:32612]","Small"
"ENSG00000078596",0.195048615218193,"ITM2A","integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173]","Small"
"ENSG00000166106",0.194739548403417,"ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]","Small"
"ENSG00000139112",0.193885396373947,"GABARAPL1","GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]","Small"
"ENSG00000105851",0.192316835829178,"PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]","Small"
"ENSG00000114739",0.191670074494237,"ACVR2B","activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174]","Small"
"ENSG00000169413",0.190795600652283,"RNASE6","ribonuclease A family member k6 [Source:HGNC Symbol;Acc:HGNC:10048]","Small"
"ENSG00000159023",0.189434988649625,"EPB41","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]","Small"
"ENSG00000198482",0.187921744188841,"ZNF808","zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230]","Small"
"ENSG00000207088",0.187444547535396,"SNORA7B","small nucleolar RNA, H/ACA box 7B [Source:HGNC Symbol;Acc:HGNC:32593]","Small"
"ENSG00000151491",0.185359293995685,"EPS8","epidermal growth factor receptor pathway substrate 8 [Source:HGNC Symbol;Acc:HGNC:3420]","Small"
"ENSG00000131016",0.178237433579564,"AKAP12","A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]","Small"
"ENSG00000130300",0.177592299756608,"PLVAP","plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635]","Small"
"ENSG00000172061",0.177546748136787,"LRRC15","leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]","Small"
"ENSG00000197471",0.17551777789027,"SPN","sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]","Small"
"ENSG00000148498",0.173098928630577,"PARD3","par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]","Small"
"ENSG00000120833",0.17170893702223,"SOCS2","suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]","Small"
"ENSG00000136026",0.171585577249897,"CKAP4","cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]","Small"
"ENSG00000201998",0.171404925494645,"SNORA23","small nucleolar RNA, H/ACA box 23 [Source:HGNC Symbol;Acc:HGNC:32613]","Small"
"ENSG00000196584",0.169076115418589,"XRCC2","X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]","Small"
"ENSG00000164904",0.16654222524957,"ALDH7A1","aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]","Small"
"ENSG00000095585",0.166250678083484,"BLNK","B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]","Small"
"ENSG00000164530",0.165731003224788,"PI16","peptidase inhibitor 16 [Source:HGNC Symbol;Acc:HGNC:21245]","Small"
"ENSG00000240563",0.165176970694742,"L1TD1","LINE1 type transposase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25595]","Small"
"ENSG00000091128",0.164934599881277,"LAMB4","laminin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6491]","Small"
"ENSG00000143479",0.163422686791874,"DYRK3","dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]","Small"
"ENSG00000165424",0.162851028950076,"ZCCHC24","zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]","Small"
"ENSG00000170482",0.162287359687678,"SLC23A1","solute carrier family 23 member 1 [Source:HGNC Symbol;Acc:HGNC:10974]","Small"
"ENSG00000171611",0.161383024819485,"PTCRA","pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]","Small"
"ENSG00000115085",0.15943093882092,"ZAP70","zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]","Small"
"ENSG00000005108",0.158980558652419,"THSD7A","thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]","Small"
"ENSG00000140488",0.157638697095208,"CELF6","CUGBP Elav-like family member 6 [Source:HGNC Symbol;Acc:HGNC:14059]","Small"
"ENSG00000008277",0.15745690243313,"ADAM22","ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]","Small"
"ENSG00000005884",0.154951681826643,"ITGA3","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]","Small"
"ENSG00000006704",0.154861022446368,"GTF2IRD1","GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]","Small"
"ENSG00000252010",0.154730231626672,"SCARNA5","small Cajal body-specific RNA 5 [Source:HGNC Symbol;Acc:HGNC:32561]","Small"
"ENSG00000023171",0.154431087282602,"GRAMD1B","GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]","Small"
"ENSG00000077935",0.153132313672514,"SMC1B","structural maintenance of chromosomes 1B [Source:HGNC Symbol;Acc:HGNC:11112]","Small"
"ENSG00000122025",0.151093722406405,"FLT3","fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765]","Small"
"ENSG00000111679",0.150341166690455,"PTPN6","protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]","Small"
"ENSG00000151327",0.14979712524724,"FAM177A1","family with sequence similarity 177 member A1 [Source:HGNC Symbol;Acc:HGNC:19829]","Small"
"ENSG00000146648",0.149493468558085,"EGFR","epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]","Small"
"ENSG00000075218",0.148774277456617,"GTSE1","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]","Small"
"ENSG00000069702",0.14814602798295,"TGFBR3","transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]","Small"
"ENSG00000168334",0.147183603538732,"XIRP1","xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]","Small"
"ENSG00000167768",0.146931422529015,"KRT1","keratin 1 [Source:HGNC Symbol;Acc:HGNC:6412]","Small"
"ENSG00000103995",0.146505026830794,"CEP152","centrosomal protein 152 [Source:HGNC Symbol;Acc:HGNC:29298]","Small"
"ENSG00000150687",0.145614950466996,"PRSS23","serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]","Small"
"ENSG00000115170",0.145540180989989,"ACVR1","activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]","Small"
"ENSG00000204186",0.145372540209666,"ZDBF2","zinc finger DBF-type containing 2 [Source:HGNC Symbol;Acc:HGNC:29313]","Small"
"ENSG00000163006",0.14478582307609,"CCDC138","coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:HGNC:26531]","Small"
"ENSG00000154188",0.144688176491212,"ANGPT1","angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]","Small"
"ENSG00000133101",0.144226930141889,"CCNA1","cyclin A1 [Source:HGNC Symbol;Acc:HGNC:1577]","Small"
"ENSG00000149257",0.143477085483864,"SERPINH1","serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]","Small"
"ENSG00000125648",0.142915263472349,"SLC25A23","solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]","Small"
"ENSG00000159788",0.14249217566421,"RGS12","regulator of G protein signaling 12 [Source:HGNC Symbol;Acc:HGNC:9994]","Small"
"ENSG00000069667",0.142205167189154,"RORA","RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]","Small"
"ENSG00000240280",0.141590048279387,"TCAM1P","testicular cell adhesion molecule 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:30707]","Small"
"ENSG00000133742",0.141514968628551,"CA1","carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]","Small"
"ENSG00000168671",0.141242209478382,"UGT3A2","UDP glycosyltransferase family 3 member A2 [Source:HGNC Symbol;Acc:HGNC:27266]","Small"
"ENSG00000139116",0.140179272004035,"KIF21A","kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]","Small"
"ENSG00000140932",0.139117062623642,"CMTM2","CKLF like MARVEL transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19173]","Small"
"ENSG00000165474",0.137887947535689,"GJB2","gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]","Small"
"ENSG00000222365",0.136509605347955,"SNORD12B","small nucleolar RNA, C/D box 12B [Source:HGNC Symbol;Acc:HGNC:33573]","Small"
"ENSG00000197614",0.135371349101879,"MFAP5","microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]","Small"
"ENSG00000244257",0.133788704420844,"PKD1P1","polycystin 1, transient receptor potential channel interacting pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30065]","Small"
"ENSG00000166313",0.132385801144526,"APBB1","amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]","Small"
"ENSG00000137460",0.129720973898539,"FHDC1","FH2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29363]","Small"
"ENSG00000069431",0.128603452488931,"ABCC9","ATP binding cassette subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:60]","Small"
"ENSG00000187122",0.128172255370034,"SLIT1","slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]","Small"
"ENSG00000179299",0.127970272305857,"NSUN7","NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857]","Small"
"ENSG00000123416",0.127946881103668,"TUBA1B","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]","Small"
"ENSG00000111652",0.125402230182761,"COPS7A","COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]","Small"
"ENSG00000131127",0.125249586429085,"ZNF141","zinc finger protein 141 [Source:HGNC Symbol;Acc:HGNC:12926]","Small"
"ENSG00000004777",0.124548903436489,"ARHGAP33","Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]","Small"
"ENSG00000142149",0.123991747959064,"HUNK","hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]","Small"
"ENSG00000215580",0.123874965096597,"BCORP1","BCL6 corepressor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23953]","Small"
"ENSG00000092758",0.123454564394181,"COL9A3","collagen type IX alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2219]","Small"
